,Category,Message,Length
1704,0,tast fish curri p,25
1705,0,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,126
1706,0,yun ah wkg btw go nu sc wana specialis wad,68
1707,0,ye one woman man pleas tell like dislik bed,75
1708,0,test earlier appreci call tomorrow,68
1709,0,loverboy keep come queen hmmm ach speak miss despar,144
1710,0,u meet fren dun wan meet ah muz b guy rite,59
1711,0,promis though even gotten dinner yet,60
1712,0,got back dislik bed,49
1713,0,turn stereo love mi phone unknown album,66
1714,1,hard live chat p min choos girl connect live call cheap chat uk biggest live servic vu bcm wc n xx,145
1715,0,yeah see,24
1716,0,ask u knw nt may ur frnd classmat,58
1717,0,sorri earlier put fire around talk actual life lol,107
1718,1,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarqu ltd info vipclub u,138
1719,0,missionari hook doggi hook stand,53
1720,0,u better go sleep dun disturb u liao u wake msg lor,73
1721,0,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose,149
1722,0,watch hous entertain get whole hugh lauri thing even stick inde especi stick,136
1723,0,thought prap meant anoth one goodo look tomorrow,62
1724,0,hi jon pete ive bin spain recent hav sum dinero left bill said u ur rent mayb interest hav pe around tb jame,157
1725,0,bold lt gt,39
1726,0,know shall speak lt gt minut,67
1727,0,alrit hunni wot u nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen xxx,127
1728,0,went project centr,24
1729,0,per request maangalyam alaipayuth set callertun caller press copi friend callertun,136
1730,0,lol yeah point guess,34
1731,0,project w fren lor,26
1732,0,lol well qualiti aint bad aint complain,55
1733,0,k happen tonight,27
1734,1,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon claim prize transfer someon els,223
1735,0,think go finn come,39
1736,0,tire special,36
1737,0,come tomorrow di,23
1738,0,cant pick phone right pl send messag,51
1739,0,k go sleep well take rest,34
1740,0,u guy never invit anywher,34
1741,1,ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt x,158
1742,0,want pleas insid outsid bedroom,74
1743,0,ey calm downon theacus itxt u co iwana know wotu r doin thew end haventcn u age ring ur neth sat love j xxx,142
1744,0,love wine dine ladi,32
1745,1,someon conact date servic enter phone fanci find call landlin pobox n tf,155
1746,0,cool ta luv v tire caus doin load plan wk got social servic inspect nurseri take care spk sn x,159
1747,0,know account detail ask mom send mom reach,86
1748,0,think u wrong number,32
1749,0,feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day,166
1750,0,b late love mum,22
1751,0,got mail panren paru,26
1752,0,think chuckin ur red green n black trainner save carryin bac train,92
1753,0,give one miss number pleas,37
1754,0,ju came back fr lunch wif si u leh,46
1755,0,schedul next week town weekend,62
1756,0,realli good dhanush rock,39
1757,0,lmao ok wont need u hair anymor,50
1758,0,miss ya need ya want ya love ya,35
1759,0,sorri free,21
1760,0,u ever get song stuck head reason go away til u listen like time,107
1761,0,nt yet chikku simpl habba hw abt u,38
1762,0,got ur mail dileep thank muchand look forward lot support less contact rememb one venugop mention tomorrow late shall tri come till goodnight dear,205
1763,0,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,158
1764,0,joy father john john name joy father mandan,67
1765,1,hi ibh custom loyalti offer new nokia mobil txtauction txt word start get,142
1766,0,hi yiju regard textbook intro algorithm second edit sell,121
1767,1,sm auction nokia get win free auction take part send nokia hg suit land row w jhl,162
1768,0,k want us come,26
1769,0,littl difficult simpl way enter place,68
1770,0,ha us e thing got tv watch u thk go tonight u alreadi haf smth mind,123
1771,0,dont show far put new pictur facebook,61
1772,0,watch tv got new job,33
1773,0,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,156
1774,0,come whatev want,41
1775,0,ok chikku favourit song,50
1776,0,u see post facebook,41
1777,1,call freephon,33
1778,1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see co uk game term set purchas,154
1779,0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,151
1780,1,loan purpos homeown tenant welcom previous refus still help call free text back help,162
1781,1,big brother alert comput select u k cash voucher call ntt po box cro bt landlin cost ppm mobil vari,154
1782,0,oh well c u later,22
1783,0,uncl atlanta wish guy great semest,53
1784,0,dear free messag without recharg hi hi hi,62
1785,0,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,159
1786,0,dun believ u thk u told,34
1787,0,know god creat gap finger one made come amp fill gap hold hand love,151
1788,0,ye sura sun tv lol,26
1789,0,arun u transfr amt,27
1790,0,takin shower yeah leav done,52
1791,0,work eye philosophi text u later bit free chat,100
1792,0,u lost ill alway b u intend hurt u never knew u felt iwa marin itri tell urmom careabout u,161
1793,1,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk,132
1794,0,bad girl still rememb,39
1795,0,much gave morn,32
1796,0,hope alright babe worri might felt bit despar learn job fake wait come back love,158
1797,0,hey tell blake address carlo want meet got lost answer phone,120
1798,0,get opinion someth first,42
1799,0,one week leav put know time,46
1800,0,hit move,44
1801,0,excel spent lt gt year air forc iraq afghanistan stabl honest like travel,123
1802,0,wanna watch movi,24
1803,0,ok lor thanx school,28
1804,0,class get text,34
1805,0,bu leav lt gt,28
1806,0,god bless get good sleep dear pray,47
1807,1,today voda number end select receiv award match pleas call quot claim code standard rate app,154
1808,0,nice day today love dearli,47
1809,0,aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh,114
1810,0,aight ask roommat,37
1811,0,what hous beer,64
1812,0,wan meet n combin part da rest da project go,82
1813,0,get ticket walsal tue th march mate get sat ill pay treat want go txt bak terri,120
1814,0,ye chat,24
1815,0,hi jess dont know work call u im home eve xxx,89
1816,0,sian aft meet supervisor got work liao u work,67
1817,0,go write ccna exam week,44
1818,0,well watch shrek b,33
1819,0,much dirti fellow,28
1820,0,dunno dat wat told ok lor,37
1821,0,probabl tomorrow even later tonight someth go,76
1822,0,say die man feel sad go want know would probabl gone late night,150
1823,0,think lift one,45
1824,0,u dun wan u dun like alreadi ah wat u still eat,84
1825,0,sent ur email id soon,24
1826,0,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,119
1827,0,dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot ld like know fantast year best read plu realli realli bam first aid usml work done,332
1828,0,hey gorgeou man work mobil number good one babe squishi mwah,80
1829,0,may call later pl,24
1830,1,hottest pic straight phone see get wet want xx text pic txt cost p textoper g ga xxx,151
1831,0,way stay oh,34
1832,0,hello thanx take call got job start monday,65
1833,0,time ur flight tmr,27
1834,0,come,24
1835,0,rather promin bite mark right cheek,53
1836,0,septemb,28
1837,0,wet right,22
1838,0,husband,23
1839,1,hack chat get backdoor entri chat room fraction cost repli neo call subscrib p pm dp bcm box ldn wc n xx,161
1840,0,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move,191
1841,0,yeah got list u joanna feel realli anti social,75
1842,0,offic na,23
1843,0,comingdown later,25
1844,0,super da good replac murali,37
1845,0,da good good player unsold,40
1846,0,hi u want join st later meet five call u class,93
1847,0,engalnd telli decid let watch mia elliot kiss damn,107
1848,1,free nokia motorola upto mth price linerent free x net min txt mth free b tooth call mobileupd call optout wv,158
1849,0,dont want hear philosophi say happen,52
1850,0,got job wipro get everi thing life year,71
1851,0,cant get da laptop matric card wif lei,52
1852,0,dunno da next show aft toa payoh got,51
1853,1,nd time tri contact u u pound prize claim easi call p per min bt nation rate,153
1854,0,made payment dont much sorri would want fedex way,98
1855,0,play one day last year know even though good team like india,89
1856,0,k girl wait recept ah,50
1857,0,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,163
1858,0,hate turn fun shop trip annoy day everyth would look hous,135
1859,0,sir wait call,32
1860,0,want come onlin,41
1861,0,could work reach consensu next meet,58
1862,0,aiyah wait lor u entertain hee,50
1863,0,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,790
1864,0,let know kick,34
1865,0,call ok said call,35
1866,0,call number avail appoint ask connect call wahe fathima,100
1867,0,go buy wif meet later,44
1868,0,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,183
1869,0,today system sh get readi well also deep well,71
1870,0,mom want know,30
1871,0,aight text back,34
1872,0,dont know support ass srt thnk think ps play usb,75
1873,0,oh ok didnt know meant yep babi jontin,55
1874,1,guarante cash prize claim yr prize call custom servic repres,115
1875,1,would like see xxx pic hot nearli ban uk,84
1876,1,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info www percent real com,155
1877,0,watch tv got new job,33
1878,0,pen thing beyond joke wont biro master ever,96
1879,0,parti alex nichol,33
1880,1,u secret admir look make contact u find r reveal think ur special call,132
1881,0,see miss call dear brother gr day,64
1882,0,ok finish soon,22
1883,0,sorri help,32
1884,0,come slave go shell unconsci avoid make unhappi,128
1885,0,love ass enjoy doggi style,45
1886,0,think ask gym excus lazi peopl jog,62
1887,1,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr,154
1888,1,urgent pleas call landlin abta complimentari tenerif holiday cash await collect sae cs box cw wx ppm,152
1889,0,way home long dri spell season would,85
1890,0,gotta collect da car lei,32
1891,0,ok knacker came home went sleep good full time work lark,89
1892,0,probabl earlier station think,63
1893,1,call listen extrem dirti live chat go offic right total privaci one know sic listen p min mp,163
1894,0,good morn plz call sir,28
1895,1,freemsg hey u got video pic fone repli wild txt ill send u pic hurri im bore work xxx p rcvd stop stop,156
1896,0,uh head much left,41
1897,0,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp player,110
1898,0,aight sound good want come,53
1899,0,wat would u like ur birthday,31
1900,0,love work home,27
1901,0,miss vday parachut doubl coin u must know well,79
1902,0,sorri call later,22
1903,0,sister got place birla soft da,40
1904,1,free entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail,143
1905,0,wah oki oki muz make use e unlimit haha,58
1906,0,peopl mu tabl lambda,54
1907,0,stop old man get build snowman snow angel snowbal fight,84
1908,0,ello babe u ok,15
1909,0,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,105
1910,0,u go ikea str aft dat,30
1911,0,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,108
1912,0,lol grr mom take forev prescript pharmaci like minut away ugh,92
1913,0,real tho suck even cook whole electr hungri,87
1914,0,want go,15
1915,1,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name rpl stop cnl,158
1916,0,time month mid time,51
1917,0,fffff text kadeem far gone,50
